,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,Gross_Binned,Low,Mid,High
3776,Praia do Futuro,(2014),"
Drama, Romance            ",6.4,"
Shortly after failing to rescue a drowning man, Donato meets Konrad, a friend of the victim. They soon begin a relationship which seems doomed from the start, while Donato's past catches up with him.","
    Director:
Karim Aïnouz
| 
    Stars:
Wagner Moura, 
Clemens Schick, 
Jesuíta Barbosa, 
Fred Lima
",2939.0,106.0,0.02,Low,1,0,0
3805,Morris from America,(2016),"
Comedy, Drama, Romance            ",6.2,"
The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.","
    Director:
Chad Hartigan
| 
    Stars:
Markees Christmas, 
Craig Robinson, 
Carla Juri, 
Patrick Güldenberg
",5201.0,91.0,0.09,Low,1,0,0
3898,Peter and the Farm,(2016),"
Documentary            ",7.1,"
A documentary on Peter Dunning, the proprietor of Mile Hill Farm in Vermont who has isolated himself away from his family and often suggests to the filmmakers to make his own suicide a narrative device.","
    Director:
Tony Stone
| 
    Star:
Peter Dunning
",713.0,91.0,0.02,Low,1,0,0
4020,I Called Him Morgan,(2016),"
Documentary, Drama, History            ",7.3,"
An exploration of the relationship between jazz trumpeter Lee Morgan and his common-law wife Helen, who was implicated in his murder in 1972.","
    Director:
Kasper Collin
| 
    Stars:
Lee Morgan, 
Helen Morgan, 
Wayne Shorter, 
Larry Reni Thomas
",1649.0,92.0,0.1,Low,1,0,0
4073,The Fluffy Movie: Unity Through Laughter,(2014),"
Documentary, Comedy            ",7.3,"
A comedy concert film that captures the on-stage performance and inspirational success story of Gabriel ""Fluffy"" Iglesias.","
    Directors:
Manny Rodriguez, 
Jay Lavender
| 
    Stars:
Gabriel Iglesias, 
Jacqueline Obradors, 
Gina Brillon, 
Alfred Robles
",3726.0,101.0,2.83,Low,1,0,0
4156,King's Faith,(2013),"
Drama            ",6.4,"
When eighteen-year-old Brendan King attempts to leave his turbulent gang life behind him, his past continues to threaten his new-found faith, family, and future.","
    Director:
Nicholas DiBella
| 
    Stars:
Crawford Wilson, 
Lynn Whitfield, 
James McDaniel, 
Kayla Compton
",744.0,108.0,0.09,Low,1,0,0
4196,The Sunshine Makers,(2015),"
Documentary, History            ",7.0,"
The story of Nicholas Sand and Tim Scully, the unlikely duo at the heart of 1960s American drug counter-culture.","
    Director:
Cosmo Feilding-Mellen
| 
    Stars:
Tim Scully, 
Nick Sand, 
Alice Einhorn, 
Billy Hitchcock
",1344.0,101.0,0.01,Low,1,0,0
4242,The Overnighters,(2014),"
Documentary, Drama            ",7.4,"
Broken, desperate men chase their dreams and run from their demons in the North Dakota oil fields. A local Pastor risks everything to help them.","
    Director:
Jesse Moss
| 
    Stars:
Jay Reinke, 
Andrea Reinke, 
Alan Mezo, 
Shelly Schultz
",2386.0,102.0,0.11,Low,1,0,0
4290,Video Games: The Movie,(2014),"
Documentary, Animation, History            ",6.1,"
Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.","
    Director:
Jeremy Snead
| 
    Stars:
Sean Astin, 
Al Alcorn, 
Peter Armstrong, 
Cliff Bleszinski
",5421.0,101.0,0.02,Low,1,0,0
4417,War of the Worlds: Goliath,(2012),"
Animation, Action, Adventure            ",5.4,"
A retro-futuristic epic of steampunk battle set in 1914. It has been 15 years since the original H.G. Wells Martian invasion. Fearing another attack, the human race has prepared itself. ...                See full summary »
","
    Director:
Joe Pearson
| 
    Stars:
Adam Baldwin, 
Beau Billingslea, 
Kim Buckingham, 
Jim Byrnes
",1134.0,85.0,0.01,Low,1,0,0
4424,The Bad Kids,(2016),"
Documentary            ",7.0,"
A group of teachers at a Mojave Desert high school take an unconventional approach to improve the lives of their struggling students.","
    Directors:
Keith Fulton, 
Louis Pepe
| 
    Stars:
Vonda Viland, 
Julia Alexander, 
Laura Ambrosius, 
Robert Bartz
",612.0,101.0,0.0,Low,1,0,0
4458,Good Ol' Freda,(2013),"
Documentary, Biography, History            ",7.3,"
A documentary in which Freda Kelly looks back at her career as lifelong secretary for The Beatles.","
    Director:
Ryan White
| 
    Stars:
Freda Kelly, 
Paul McCartney, 
John Lennon, 
George Harrison
",1930.0,86.0,0.14,Low,1,0,0
4557,The Music of Strangers,(2015),"
Documentary, Music            ",7.7,"
Cellist Yo-Yo Ma and other international artists of The Silk Road Project discuss their philosophies on music and culture.","
    Director:
Morgan Neville
| 
    Stars:
Yo-Yo Ma, 
Kinan Azmeh, 
Kayhan Kalhor, 
Cristina Pato
",696.0,96.0,1.16,Low,1,0,0
4641,The Reconstruction of William Zero,(2014),"
Drama, Mystery, Sci-Fi            ",5.4,"
A geneticist wakes up from an accident with only fragments of his memory is forced to relearn who he is via his twin brother. But as he digs deeper, he discovers he might not be who he thought at all.","
    Director:
Dan Bush
| 
    Stars:
Conal Byrne, 
Amy Seimetz, 
Scott Poythress, 
Lake Roberts
",1147.0,98.0,0.0,Low,1,0,0
4800,The Final Year,(2017),"
Documentary            ",6.4,"
A chronicle of the Barack Obama administration's foreign policy team and the events of Obama's final year in office.","
    Director:
Greg Barker
| 
    Stars:
Ben Rhodes, 
Samantha Power, 
John Kerry, 
Susan Rice
",3191.0,89.0,0.19,Low,1,0,0
4820,Pandora's Promise,(2013),"
Documentary            ",7.4,"
The atomic bomb and meltdowns like Fukushima have made nuclear power synonymous with global disaster. But what if we've got nuclear power wrong?","
    Director:
Robert Stone
| 
    Stars:
Stewart Brand, 
Richard Rhodes, 
Gwyneth Cravens, 
Mark Lynas
",1858.0,87.0,0.07,Low,1,0,0
4913,Revenge of the Electric Car,(2011),"
Documentary            ",7.2,"
Director Chris Paine takes his film crew behind the closed doors of Nissan, GM, and the Silicon Valley start-up Tesla Motors to chronicle the story of the global resurgence of electric cars.","
    Director:
Chris Paine
| 
    Stars:
Tim Robbins, 
Dan Neil, 
Danny DeVito, 
Ray Wert
",1808.0,90.0,0.15,Low,1,0,0
4981,Dear Mr. Watterson,(2013),"
Documentary            ",6.4,"
A documentary about the impact of the newspaper comic strip ""Calvin and Hobbes"", created by Bill Watterson.","
    Director:
Joel Allen Schroeder
| 
    Stars:
Berkeley Breathed, 
Jef Mallett, 
Stephan Pastis, 
Seth Green
",1834.0,89.0,0.01,Low,1,0,0
4990,An Act of War,(2015),"
Crime, Drama, Thriller            ",5.2,"
A veteran tries to put his life back together, but is drawn to deeds that may be more dangerous than his tour of duty.","
    Director:
Ryan M. Kennedy
| 
    Stars:
Russ Russo, 
Natasha Alam, 
Doug E. Doug, 
Joseph R. Gannascoli
",1422.0,99.0,0.11,Low,1,0,0
5001,Hell and Back Again,(2011),"
Documentary, Action, History            ",6.5,"
What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...                See full summary »
","
    Director:
Danfung Dennis
| 
    Stars:
Nathan Harris, 
Ashley Harris, 
The Marines of Echo Company, 
Christian Cabaniss
",2236.0,88.0,0.04,Low,1,0,0
5106,Blood Brother,(2013),"
Documentary            ",8.3,"
Documentarian visits best friend in India to see the mutual unconditional love that keeps his buddy bonded to a village hostel housing AIDS-afflicted children.","
    Director:
Steve Hoover
| 
    Stars:
Rocky Braat, 
Steve Hoover, 
Anitha, 
Devi
",1618.0,92.0,0.12,Low,1,0,0
5159,GMO OMG,(2013),"
Documentary            ",6.4,"
Filmmaker Jeremy Seifert journeys to Haiti, Paris, Norway, and even agri-giant Monsanto in search of answers about genetically modified organisms (GMOs) and how they affect our children, the health of our planet, and our freedom of choice.","
    Director:
Jeremy Seifert
| 
    Stars:
Jeremy Seifert, 
Vandana Shiva, 
Cary Fowler, 
Dennis Kucinich
",1445.0,90.0,0.04,Low,1,0,0
5197,Spark: A Burning Man Story,(2013),"
Documentary, Action, Biography            ",6.2,"
Each year, 60,000 people from around the globe gather in a dusty windswept Nevada desert to build a temporary city, collaborating on large-scale art and partying for a week before burning a...                See full summary »
","
    Directors:
Steve Brown, 
Jessie Deeter
| 
    Stars:
Harley K. Dubois, 
Marian Goodell, 
Larry Harvey, 
John Law
",562.0,90.0,0.12,Low,1,0,0
5217,The Comedians of Comedy,(2005),"
Comedy, Documentary            ",7.3,"
Follow four comedians as they tour the States.","
    Director:
Michael Blieden
| 
    Stars:
Patton Oswalt, 
Brian Posehn, 
Maria Bamford, 
Zach Galifianakis
",2558.0,103.0,0.0,Low,1,0,0
5272,Sunrise,(I) (2014),"
Crime, Drama, Mystery            ",6.3,"
Before sunrise, Joshi must catch the elusive figure that destroys the lives of children.","
    Director:
Partho Sen-Gupta
| 
    Stars:
Adil Hussain, 
Tannishtha Chatterjee, 
Gulnaaz Ansari, 
Komal Gupta
",279.0,85.0,0.0,Low,1,0,0
5387,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",(2006),"
Documentary            ",7.2,"
When Hurricane Katrina ravaged America's Gulf Coast, it laid bare an uncomfortable reality-America is not only far from the world's wealthiest nation; it is crumbling beneath a staggering ...                See full summary »
","
    Director:
James D. Scurlock
| 
    Stars:
Beth Naef, 
Mike Hudson, 
Louis C.K., 
Catherine Brown
",2181.0,90.0,0.06,Low,1,0,0
5419,After Tiller,(2013),"
Documentary, Biography, Drama            ",7.4,"
This thought provoking, sometimes troubling documentary examines the personal and ethical imperatives that drive abortion providers to continue in the face of often dangerous legal and personal harassment.","
    Directors:
Martha Shane, 
Lana Wilson
| 
    Stars:
George Tiller, 
Warren Hern, 
Leroy Carhart, 
Susan Robinson
",1046.0,85.0,0.07,Low,1,0,0
5436,Red Trees,(2017),"
Documentary            ",6.4,"
Traces a family's journey as one of only twelve Jewish families to survive the Nazi occupation of Prague during World War II.","
    Director:
Marina Willer
| 
    Stars:
Alfred Willer, 
Tim Pigott-Smith, 
Flora Fanelli, 
Alfie Watson
",136.0,87.0,0.01,Low,1,0,0
5448,Big Words,(2013),"
Comedy, Drama            ",5.9,"
Members of a once-promising hip-hop group, now in their late 30's, struggle with regret, disappointment, and change on Election Night 2008.","
    Director:
Neil Drumming
| 
    Stars:
Dorian Missick, 
Suzy Jane Hunt, 
Gbenga Akinnagbe, 
Darien Sills-Evans
",277.0,93.0,0.01,Low,1,0,0
5474,Making the Boys,(2011),"
Documentary, Biography, Romance            ",7.3,"
On the eve of the 40th anniversary of the Gay Rights Movement, the film explores the drama, struggle and enduring legacy of the first-ever gay play and subsequent Hollywood movie to ...                See full summary »
","
    Director:
Crayton Robey
| 
    Stars:
Edward Albee, 
Joe Allen, 
Matt Baney, 
David Carter
",579.0,90.0,0.03,Low,1,0,0
5596,Restless Creature: Wendy Whelan,(2016),"
Documentary            ",7.1,"
Documentary on the great American Ballerina Wendy Whelan","
    Directors:
Linda Saffire, 
Adam Schlesinger
| 
    Stars:
Peter Martins, 
David Prottas, 
Wendy Whelan
",361.0,90.0,0.13,Low,1,0,0
5599,Danny Says,(2015),"
Documentary, Biography, History            ",6.7,"
Danny Says is a documentary on the life and times of Danny Fields. Since 1966, Danny Fields has played a pivotal role in music and ""culture"" of the late 20th century: working for the Doors,...                See full summary »
","
    Director:
Brendan Toller
| 
    Stars:
Mx Justin Vivian Bond, 
John Cale, 
Judy Collins, 
Alice Cooper
",779.0,105.0,0.04,Low,1,0,0
5711,Facing Darkness,(2017),"
Documentary, Drama            ",7.3,"
A Christian relief organization is met with the challenge of fighting the Ebola epidemic in west Africa, through this enormous challenge their faith grew.","
    Director:
Arthur Rasco
| 
    Stars:
Franklin Graham, 
Kent Brantly, 
Amber Brantly, 
Writebol Nancy
",88.0,93.0,0.56,Low,1,0,0
5738,Louder Than a Bomb,(2010),"
Documentary            ",7.5,"
By turns hopeful and heartbreaking, Louder Than a Bomb follows the fortunes of four Chicago-area high school poetry teams as they prepare for and compete in the world's largest youth slam.","
    Directors:
Greg Jacobs, 
Jon Siskel
| 
    Stars:
Kevin Coval, 
Adam Gottlieb, 
Elizabeth Graf, 
Kevin Harris
",373.0,99.0,0.04,Low,1,0,0
5750,Vidal Sassoon: The Movie,(2010),"
Documentary            ",6.5,"
Vidal Sassoon is more than just a hairdresser-he's a rock star, an artist, a craftsman who ""changed the world with a pair of scissors."" With the geometric, Bauhaus-inspired hairdos he ...                See full summary »
","
    Director:
Craig Teper
| 
    Stars:
Beverly Adams, 
Elgin Charles, 
Grace Coddington, 
Michael Gordon
",245.0,90.0,0.09,Low,1,0,0
6056,Theo Who Lived,(2016),"
Documentary            ",6.8,"
A documentary on American journalist Theo Padnos who was Kidnapped by Al-Qaeda in Syria.","
    Director:
David Schisgall
| 
    Star:
Theo Padnos
",111.0,86.0,0.01,Low,1,0,0
6292,Southern Justice,(2006),"
Action, Adventure, Thriller            ",3.1,"
M.D. Selig's feature thriller, SOUTHERN JUSTICE throws ex-military sniper Slim Manning into the gritty underworld of a small southern town where fundamentalist religion moves into the ...                See full summary »
","
    Director:
M.D. Selig
| 
    Stars:
M.D. Selig, 
Michael Childers, 
Lisa Robert, 
Rico Cymone
",126.0,96.0,0.14,Low,1,0,0
